miRNA_ID	TCGA-OR-A5JP-01A	TCGA-OR-A5JG-01A	TCGA-OR-A5K1-01A	TCGA-OR-A5JR-01A	TCGA-OR-A5KU-01A	TCGA-OR-A5L9-01A	TCGA-OR-A5JQ-01A	TCGA-OR-A5JS-01A	TCGA-OR-A5JL-01A	TCGA-OR-A5LS-01A	TCGA-OR-A5LP-01A	TCGA-OU-A5PI-01A	TCGA-P6-A5OG-01A	TCGA-OR-A5JW-01A	TCGA-OR-A5JZ-01A	TCGA-OR-A5J8-01A	TCGA-OR-A5J7-01A	TCGA-OR-A5KV-01A	TCGA-OR-A5L4-01A	TCGA-OR-A5KX-01A	TCGA-OR-A5L8-01A	TCGA-OR-A5JO-01A	TCGA-OR-A5JA-01A	TCGA-OR-A5LO-01A	TCGA-OR-A5JB-01A	TCGA-OR-A5JV-01A	TCGA-OR-A5LC-01A	TCGA-OR-A5LA-01A	TCGA-OR-A5KY-01A	TCGA-OR-A5JE-01A	TCGA-OR-A5LJ-01A	TCGA-OR-A5L6-01A	TCGA-OR-A5KZ-01A	TCGA-OR-A5J5-01A	TCGA-OR-A5LT-01A	TCGA-OR-A5LD-01A	TCGA-OR-A5LL-01A	TCGA-OR-A5LE-01A	TCGA-OR-A5K4-01A	TCGA-OR-A5K6-01A	TCGA-OR-A5KO-01A	TCGA-OR-A5JY-01A	TCGA-OR-A5JT-01A	TCGA-OR-A5KW-01A	TCGA-PK-A5H8-01A	TCGA-OR-A5JX-01A	TCGA-OR-A5LK-01A	TCGA-OR-A5JI-01A	TCGA-P6-A5OF-01A	TCGA-OR-A5K5-01A	TCGA-OR-A5JC-01A	TCGA-OR-A5LB-01A	TCGA-OR-A5JD-01A	TCGA-OR-A5LM-01A	TCGA-PK-A5HA-01A	TCGA-OR-A5JF-01A	TCGA-OR-A5LH-01A	TCGA-OR-A5KT-01A	TCGA-OR-A5LN-01A	TCGA-OR-A5J4-01A	TCGA-PK-A5HB-01A	TCGA-OR-A5L3-01A	TCGA-OR-A5JJ-01A	TCGA-OR-A5K8-01A	TCGA-OR-A5LG-01A	TCGA-OR-A5K0-01A	TCGA-OR-A5J9-01A	TCGA-OR-A5J1-01A	TCGA-OR-A5K2-01A	TCGA-OR-A5K9-01A	TCGA-PA-A5YG-01A	TCGA-PK-A5H9-01A	TCGA-OR-A5LR-01A	TCGA-OR-A5JK-01A	TCGA-OR-A5JM-01A	TCGA-OR-A5J2-01A	TCGA-OR-A5J6-01A	TCGA-OR-A5K3-01A	TCGA-OR-A5J3-01A	TCGA-OR-A5L5-01A
hsa-let-7a-1	13.675826406137917	13.40483104377279	13.50909591414348	12.894685665231508	12.347216602617117	13.7737774559095	13.228938283004162	13.707659776907631	12.894351059141748	13.547394389926563	12.300853523273352	13.519899492416457	13.094690636652945	14.412968658420459	14.430643457703328	13.031001375897834	13.373782525284069	14.324973148579499	13.717637428330086	12.507749129437908	14.47936255610539	13.283106232460952	12.23217641971689	12.945587456580146	14.12410905242428	12.458143678870336	12.9840992339734	13.879347826261311	13.510411216473399	14.107327104768569	13.846088892263207	13.743896083366153	13.779917503454316	13.852266051985993	12.991123161634105	12.820113527370019	13.528024933802303	14.002222874667673	14.480433580152983	12.26471487002678	14.538317508094867	12.344466671285925	14.387732074364058	13.641049492963331	13.904736400608165	13.285791322968823	14.042512047166648	12.831327546899702	14.08777531928675	13.655054290608867	13.835401448994606	13.44073415202314	13.26351004342924	13.247250474066245	14.386468947881573	13.360323931611097	14.341749305179308	14.079084052546962	13.763172272533552	13.851602428182574	14.345479578805428	13.114121825155939	15.036231455822179	13.338513529276865	13.933661093691537	13.462602099473731	14.402627200147545	14.14793038885526	14.601843165913035	14.039148789172453	12.671271195360289	14.856852421875626	13.369900995357282	12.432367478244801	14.350280888554714	12.552451318652167	13.624323878257748	13.080362573834927	13.18008464941161	14.167725161712157
hsa-let-7a-2	13.66272887899649	13.398405795634966	13.497734676077881	12.907791938275302	12.358602616797418	13.76732240492136	13.224686539800647	13.70070208964452	12.909744708190125	13.558242387939382	12.287579036049245	13.511373391899811	13.113187116486849	14.40684125169221	14.425667784024599	12.996921969183338	13.37253374621575	14.310908367258778	13.708024227047932	12.503382545203067	14.477346772334675	13.272954049204005	12.223234429916893	12.936287207387469	14.123353280665631	12.453450307042036	12.970158749745586	13.876170908332465	13.504713045693057	14.108745440167521	13.822556658353518	13.725451037598498	13.776102517796197	13.832848286533757	12.995775980999307	12.826495843850175	13.513239642481228	14.000368929741644	14.471321789177912	12.264615060005179	14.529447182867667	12.366699682085846	14.389534700863344	13.6329550838942	13.885850803404724	13.274647682705867	14.03058869576099	12.803226728216753	14.072293951923976	13.647191619679676	13.828371649811384	13.434335860986257	13.226783451727036	13.254433631644408	14.381553138222161	13.368141119439189	14.332928216654402	14.073270456634235	13.759607668039267	13.842018826889884	14.349851099474003	13.101558801164844	15.037255426071773	13.318458628476607	13.928104958917842	13.45711577322676	14.397496385199798	14.13593554305631	14.604768494599154	14.024482140743656	12.652561926330428	14.845841161315898	13.362483021907833	12.438921920796131	14.345731405787436	12.538342316968976	13.595508112087069	13.079072449633069	13.192868469334684	14.17590067776208
hsa-let-7a-3	13.686840872348839	13.406791274305563	13.513400579265278	12.916945421951175	12.360914143529897	13.775230555716679	13.234681824729995	13.709039527316495	12.923920987016883	13.557926181866497	12.309937693223716	13.530130214181604	13.09357795740963	14.41248643772706	14.429908067298928	13.024583514089707	13.392785240081517	14.34199628914179	13.721459430425472	12.549406223900796	14.480826044971675	13.2872929409846	12.233791238826496	12.951186524023422	14.132952886239956	12.455947418100997	12.974865313011744	13.896018812533688	13.510162132323996	14.129785833803865	13.824571424138918	13.739571370177861	13.811629621873255	13.84224305567881	12.999690158889596	12.870612604659483	13.526340646324526	14.025063855406387	14.486476292442328	12.295913894747644	14.535245330531021	12.37252798634155	14.40178886637832	13.653746809177147	13.901743665800641	13.269826715738676	14.04567708119224	12.813619752825122	14.097578776385559	13.660244057208235	13.843638802841486	13.455126635015032	13.260405676352319	13.252312758020558	14.396777885839878	13.354659851568751	14.344126721818501	14.073948469475424	13.776483580583008	13.858543218707503	14.366238946206758	13.113252247706182	15.033985930539647	13.331305697274423	13.937585597116936	13.464189656810547	14.414357728859121	14.161836408712423	14.609090074845506	14.030929135132263	12.689113384332593	14.85875652939165	13.382077182053658	12.432218842504046	14.373374440971357	12.574747638433216	13.622602964990199	13.071512263556404	13.202124482412023	14.186947728014195
hsa-let-7b	12.871630118776977	13.445493254614508	13.010595782815814	12.431463948380973	12.72343579304378	13.691978691022321	12.436594817297278	13.318847120875072	13.039772646895997	12.888124563423073	11.791622016284471	13.023032051330453	12.686521344124492	13.54740107030675	14.134571417930285	12.73389283001094	12.973468896630985	13.648156725440497	12.32291010263963	12.4632946254618	13.682975897632337	12.974824226561376	13.099771680516568	12.851322700685857	14.369952945520636	12.165111166669599	13.290100964133957	13.565216741157608	13.129354564794069	13.580519033011878	12.76560987717646	11.987752873510907	13.268440788359493	13.438345568532327	12.00350952822005	12.32459831064155	13.103810985751306	13.52340900647139	14.056202476086638	13.505331131525715	13.837841143702542	9.920803260299174	14.016945607946369	13.232679940088286	13.103700932525447	11.984162964510292	13.340787036603079	11.2650647713827	14.217754290703958	12.731314371536879	12.504116031044765	13.194125693170749	12.537318409284566	12.690831490427554	13.73740195032301	12.280922327489261	13.298657371584714	14.362024998070938	12.614156421189055	13.809969924324825	14.187415870833092	12.536706677804764	14.83045115645114	12.086698246003143	13.993364782154234	13.262494565133673	13.779537653679414	13.900624405701858	14.222326784137604	14.119348849619362	12.050143238470534	13.75773371124777	12.977660232295067	12.936935056659365	13.70558120414727	13.46658360946819	13.415343550496015	11.641286732235805	13.372648875757065	13.284085975667072
hsa-let-7c	10.488643135200261	9.274417332048252	10.589853487858067	11.505635702589831	8.311636822493249	12.012127081201825	11.563907322733193	9.1757136604934	10.969029446471529	8.259502998481564	9.364462289092813	9.776742986111365	8.347757141594478	10.883134838956405	12.555679017135045	11.637821161909159	6.863204877460692	10.087685164906192	10.914393410809192	6.542303187459288	11.888865261041415	11.808927990885781	9.413539460759509	8.192429974955898	7.6273774375087555	8.36009394344256	9.69839857635771	11.501319692409226	9.250818329308807	10.757914336639823	9.299356784635464	11.370374525443003	11.404065092082988	8.57529905498774	11.415108858789894	6.796453396861025	11.349473022622748	10.536020837619006	12.039340377777428	8.705109771031262	9.414691945116244	8.834461976620613	12.912537886811199	10.028410753409744	12.102067700536702	10.536538071576224	10.970222424883477	10.924798607209306	10.265943541566823	9.43428165358179	9.885455482634455	9.412112330917417	11.222749949842667	10.01480151449779	7.000816030245927	10.406631036163375	10.36191340885092	10.284704440043809	9.862326929332593	11.903299201951507	9.123977779802214	10.345422262878323	10.85016685625924	8.472334111384114	11.36694632845542	6.252267628953144	11.41826390430916	10.925966551192221	9.205684567977983	12.12117355693417	9.456592909336967	12.080947993693323	10.800797581394901	10.374052494674945	7.445374543345747	10.689609712824998	12.49833011932032	10.163132363900674	9.456828775336696	11.839221990982038
hsa-let-7d	10.711858806559581	9.835219957193695	9.801843249849998	10.076185133827659	8.830809439224101	9.816075832946423	9.395686573255622	8.38453174310575	9.085036453751808	9.334369311290496	9.311774492134138	9.504040822625894	9.289361206085065	8.187079628049652	10.895401185917686	11.054304039288612	10.792194540757198	10.162232576989178	10.0740220727905	9.420190072466383	9.03860663120341	8.39236198676854	10.044612731205458	9.028349101216838	11.275431991593672	10.473129237194305	9.684017284953866	9.1177782513009	10.524162170697627	10.977915510335436	9.563626259028418	9.508236586120397	10.705341941887413	10.333826507015237	9.326214314010432	11.102670107630045	8.374087934031438	10.317663620865	10.465711765846324	9.352283712196545	10.084468100139274	6.7294810145758035	9.871255449005467	9.024603450244186	9.795575466730398	9.860089499240805	9.700052651139004	8.782162952975177	9.844237949424056	8.014501033748063	9.674321384456857	9.021399542452654	9.412996186453796	9.724333477679421	11.37148087514889	8.9016750370601	8.31271560656432	9.792322368851286	9.710995651920458	10.910484307111098	11.218832263741003	8.5631653621682	10.446394915106419	9.707276563038409	9.74783753547476	10.102855150122737	10.779459741052815	10.753697310591816	10.811244280668868	9.350818233120009	9.432423911921441	9.640717932481973	10.385156506417717	8.482573343944381	10.347211733392822	10.312505689978302	9.919312589149241	10.188290045851751	8.669903762678906	9.785333290904104
hsa-let-7e	12.7368250336705	10.834714212884784	11.677123637053551	12.543760724316481	11.265308001041975	13.474408080066727	12.399983441097433	11.22809095888018	11.745888368524902	11.7029441368995	11.87018324803829	12.287676463497881	10.51405861208097	12.508610884968707	13.020530079262178	12.036150557415517	11.369731409274422	12.58947138918305	13.278486642131497	10.907291110298138	12.746026839636519	10.856933744762706	10.233465434349576	11.74848715619765	11.969898194101644	11.800542749876831	11.5302598088085	12.236346124001724	12.217097771031415	12.460042597906119	12.266938362892445	12.625161559969284	12.066470208116955	11.335240301581647	12.699502206729536	11.941064106245207	11.273923781285822	12.1632727827703	13.053699622945834	9.326506231063998	12.74074580205393	11.9538874809683	13.104353384456248	13.367993987041288	14.039525029778241	12.898103560207778	12.573860473573054	12.906529685852291	12.706363441591492	13.388347064021506	13.936108684672842	11.18047238105256	12.533754468022636	13.344698945740427	12.982932368092419	11.884193753181481	12.381159636541247	11.431616968492698	12.633469970321041	11.438407365736028	12.217100110594986	11.34815651303966	12.373733826674988	12.06530194215765	11.987221158773915	10.765223771791163	13.913406600814621	11.374414811805593	12.955448477330528	11.973131557855329	12.028787430189325	13.076336091944878	12.119185620915687	10.439996913150699	12.345451038806107	10.4106337396648	12.539040821849092	13.268895996246934	11.609674077529192	12.790729465587725
hsa-let-7f-1	13.26820765046364	12.947767748120228	12.802651492709204	12.496714175661536	12.027105365102962	12.969942477804993	12.779686693487408	12.987684217175635	12.175014986116498	13.214508104508734	11.865159026580784	13.510449266596526	12.192721547470365	14.215173715073815	13.967760171310056	12.86136674482125	13.086265186013488	13.961303550001583	13.69710816161358	11.543337556531217	13.555726115475291	12.365043025491765	10.903635088393107	13.49657835559239	13.14819402874461	11.283936037527706	12.234928286298851	13.32606365083586	12.8867653931757	13.626815874081021	14.112347781221475	13.572747438454677	13.276922367075802	13.607292160319313	13.113210313160593	12.298197443660246	12.684072000613053	13.587474511052779	13.73477134756319	10.364652607757359	14.130973757097266	10.83725031469645	13.69769476191743	13.15987501507856	13.837580047120886	13.08024210525156	13.197539691761248	12.974471209276256	13.557744685642701	11.141269925593626	13.909579777972533	13.47396535556752	13.578582927378132	13.339856077553037	13.501443640262583	13.100879113926908	13.288975782281664	13.185823279912873	13.104106119487907	13.231009934047833	13.62488915969746	12.49881160025614	14.645712815392024	13.244877206130964	13.008760173593556	12.874156677850852	14.260043557253514	13.041633287948578	13.636750912794293	13.309282506099514	12.391928247047371	13.821432672287942	12.532024508405662	11.026386655958236	13.501889589972224	10.466415236176468	12.899010556549689	13.633959283872686	12.69151953493711	13.57306613926185
hsa-let-7f-2	13.294902574410076	12.965911170422727	12.85741401806838	12.537542819960903	12.028028060127312	12.98357761412588	12.824236576839157	13.024768377425554	12.18561601383411	13.220150797622873	11.892225427154793	13.519475559680147	12.233488662358445	14.257711147322391	14.007974625997152	12.884817269797763	13.124340487708931	13.999908471991438	13.742848230485853	11.55881300648911	13.577460373662515	12.428323771939432	10.942564359561347	13.496659822956602	13.208560133742306	11.325364845000506	12.241267189230731	13.348108328125559	12.886349607486913	13.644549870365333	14.12586200698353	13.61941820728778	13.29412311979957	13.635624531182529	13.17805135953467	12.323794513565577	12.737226708199781	13.605447290644701	13.784785225285459	10.421623814552877	14.192988089189525	10.827618008809997	13.746920686861692	13.174253289538074	13.85619792348719	13.122455516944308	13.222193055506297	13.022092189292056	13.571819872995217	11.138590203160676	13.925764509626635	13.507979827600218	13.591446439694094	13.316748627933885	13.541415903981383	13.142783290084603	13.330276140189783	13.213604535057218	13.13342538272251	13.241513420451348	13.672282139094175	12.527742833073225	14.675832169326434	13.288946005444739	13.04895432391516	12.877421326262795	14.280166146256157	13.07338728435863	13.655657649244803	13.322638284076039	12.455579458978105	13.857055308355214	12.560602532305147	11.056399581014967	13.499739070018292	10.515921653331674	12.914427318408427	13.657056142438325	12.723697157222027	13.611201442378755
hsa-let-7g	9.203338301771332	9.100063512068475	9.534829318525654	10.05671640554704	9.422077531654088	9.63296193664278	9.81514056957628	9.800956768802841	9.0722645139362	9.009909473191753	9.561912301263591	9.27943826910197	9.797910497323539	9.767915976743007	10.293252518433288	10.02368385770011	9.757041118355138	10.529875190022764	10.176157340474871	8.328809533694688	10.242029299710259	9.066822283530831	8.987240351679851	9.442018983541193	9.685173199360518	10.18796369696142	9.836808325301368	9.705749475886044	9.390165430085789	10.073220505931308	10.153629797081393	9.609214014467666	10.075953326462445	8.865817257071443	9.760601719791376	9.886277176024716	9.297379884271699	10.473830432853488	10.02343687695581	10.00622071796233	9.217778921003676	7.704298174411737	10.020850691799902	9.155585557860967	10.231405777454551	9.478378231064141	10.318371826086645	9.977104423572781	9.878423021796857	9.37673234201181	9.856404683321346	9.486183200440683	11.132490285568057	9.67692916469301	11.016903778126409	9.134854318722596	10.070346388558196	10.064185638158747	10.425889734215293	9.405496118245315	9.844798381048546	9.655592654855102	10.1467720464053	9.314780599613012	9.713255169576254	9.932235752848154	10.223373145906931	10.204531775254152	9.78566143373557	9.192250413410356	10.345575778495485	9.991528139783654	9.675704204056741	8.803326815731255	9.953869806971506	10.31202149766782	10.183783836210203	10.266969806362354	9.041610342823187	10.255739499246278
